symbol,sector_code,sector_name,source,updated_at
002534,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002535,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002536,c36,C36汽车制造业,证监会行业分类,2026-07-28
002537,c36,C36汽车制造业,证监会行业分类,2026-07-28
002538,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002539,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002540,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002541,c33,C33金属制品业,证监会行业分类,2026-07-28
002542,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
002543,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002544,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002545,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002546,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
002547,c33,C33金属制品业,证监会行业分类,2026-07-28
002548,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002549,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
002550,c27,C27医药制造业,证监会行业分类,2026-07-28
002551,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002552,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002553,c36,C36汽车制造业,证监会行业分类,2026-07-28
002554,b11,B11开采专业及辅助性活动,证监会行业分类,2026-07-28
002555,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
002556,f52,F52零售业,证监会行业分类,2026-07-28
002557,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002558,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
002559,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002560,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002561,f52,F52零售业,证监会行业分类,2026-07-28
002562,c27,C27医药制造业,证监会行业分类,2026-07-28
002563,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002564,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002565,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
002566,c27,C27医药制造业,证监会行业分类,2026-07-28
002567,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002568,c15,C15酒、饮料和精制茶制造业,证监会行业分类,2026-07-28
002569,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002570,c14,C14食品制造业,证监会行业分类,2026-07-28
002571,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002572,c21,C21家具制造业,证监会行业分类,2026-07-28
002573,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
002574,c24,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-07-28
002575,f51,F51批发业,证监会行业分类,2026-07-28
002576,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002577,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002578,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002579,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002580,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002581,c27,C27医药制造业,证监会行业分类,2026-07-28
002582,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002583,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002584,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002585,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002586,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
002587,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002588,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002589,f51,F51批发业,证监会行业分类,2026-07-28
002590,c36,C36汽车制造业,证监会行业分类,2026-07-28
002591,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002592,c36,C36汽车制造业,证监会行业分类,2026-07-28
002593,c36,C36汽车制造业,证监会行业分类,2026-07-28
002594,c36,C36汽车制造业,证监会行业分类,2026-07-28
002595,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002596,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002597,c14,C14食品制造业,证监会行业分类,2026-07-28
002598,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002599,c23,C23印刷和记录媒介复制业,证监会行业分类,2026-07-28
002600,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002601,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002602,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
002603,c27,C27医药制造业,证监会行业分类,2026-07-28
002605,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
002606,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002607,p83,P83教育,证监会行业分类,2026-07-28
002608,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
002609,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002611,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002612,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002613,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002614,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002615,c33,C33金属制品业,证监会行业分类,2026-07-28
002616,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
002617,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002620,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002622,q84,Q84卫生,证监会行业分类,2026-07-28
002623,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002624,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
002625,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
002626,c14,C14食品制造业,证监会行业分类,2026-07-28
002627,n78,N78公共设施管理业,证监会行业分类,2026-07-28
002628,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
002629,b11,B11开采专业及辅助性活动,证监会行业分类,2026-07-28
002630,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002631,c20,C20木材加工和木、竹、藤、棕、草制品业,证监会行业分类,2026-07-28
002632,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002633,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002634,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002635,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002636,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002637,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002638,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002639,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002640,f52,F52零售业,证监会行业分类,2026-07-28
002641,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002642,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002643,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002644,c27,C27医药制造业,证监会行业分类,2026-07-28
002645,c42,C42废弃资源综合利用业,证监会行业分类,2026-07-28
002646,c15,C15酒、饮料和精制茶制造业,证监会行业分类,2026-07-28
002647,j69,J69其他金融业,证监会行业分类,2026-07-28
002648,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002649,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002650,c14,C14食品制造业,证监会行业分类,2026-07-28
002651,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002652,c33,C33金属制品业,证监会行业分类,2026-07-28
002653,c27,C27医药制造业,证监会行业分类,2026-07-28
002654,l72,L72商务服务业,证监会行业分类,2026-07-28
002655,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002656,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002657,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002658,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
002659,p83,P83教育,证监会行业分类,2026-07-28
002660,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002661,c14,C14食品制造业,证监会行业分类,2026-07-28
002662,c36,C36汽车制造业,证监会行业分类,2026-07-28
002663,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
002664,c36,C36汽车制造业,证监会行业分类,2026-07-28
002666,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002667,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002668,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002669,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002670,j67,J67资本市场服务,证监会行业分类,2026-07-28
002671,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002672,c42,C42废弃资源综合利用业,证监会行业分类,2026-07-28
002673,j67,J67资本市场服务,证监会行业分类,2026-07-28
002674,c19,C19皮革、毛皮、羽毛及其制品和制鞋业,证监会行业分类,2026-07-28
002675,c27,C27医药制造业,证监会行业分类,2026-07-28
002676,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002677,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002678,c24,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-07-28
002679,a02,A02林业,证监会行业分类,2026-07-28
002681,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002682,g54,G54道路运输业,证监会行业分类,2026-07-28
002683,b11,B11开采专业及辅助性活动,证监会行业分类,2026-07-28
002685,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002686,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002687,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002688,c27,C27医药制造业,证监会行业分类,2026-07-28
002689,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002690,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002691,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002692,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002693,c27,C27医药制造业,证监会行业分类,2026-07-28
002694,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002695,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002696,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002697,f52,F52零售业,证监会行业分类,2026-07-28
002698,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002700,d45,D45燃气生产和供应业,证监会行业分类,2026-07-28
002701,c33,C33金属制品业,证监会行业分类,2026-07-28
002702,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002703,c36,C36汽车制造业,证监会行业分类,2026-07-28
002705,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002706,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002707,l72,L72商务服务业,证监会行业分类,2026-07-28
002708,c36,C36汽车制造业,证监会行业分类,2026-07-28
002709,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002712,l72,L72商务服务业,证监会行业分类,2026-07-28
002713,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002714,a03,A03畜牧业,证监会行业分类,2026-07-28
002715,c36,C36汽车制造业,证监会行业分类,2026-07-28
002716,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002717,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
002718,c41,C41其他制造业,证监会行业分类,2026-07-28
002719,c14,C14食品制造业,证监会行业分类,2026-07-28
002721,c24,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-07-28
002722,c33,C33金属制品业,证监会行业分类,2026-07-28
002723,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002724,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002725,c36,C36汽车制造业,证监会行业分类,2026-07-28
002726,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002727,f52,F52零售业,证监会行业分类,2026-07-28
002728,c27,C27医药制造业,证监会行业分类,2026-07-28
002729,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002730,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002731,c24,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-07-28
002732,c14,C14食品制造业,证监会行业分类,2026-07-28
002733,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002734,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002735,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002736,j67,J67资本市场服务,证监会行业分类,2026-07-28
002737,c27,C27医药制造业,证监会行业分类,2026-07-28
002738,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002739,r87,R87广播、电视、电影和录音制作业,证监会行业分类,2026-07-28
002741,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002742,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002743,c33,C33金属制品业,证监会行业分类,2026-07-28
002745,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002746,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002747,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002748,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002749,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002752,c33,C33金属制品业,证监会行业分类,2026-07-28
002753,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002755,c27,C27医药制造业,证监会行业分类,2026-07-28
002756,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002757,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002758,f51,F51批发业,证监会行业分类,2026-07-28
002759,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002760,c33,C33金属制品业,证监会行业分类,2026-07-28
002761,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
002762,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002763,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002765,c36,C36汽车制造业,证监会行业分类,2026-07-28
002766,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002767,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
002768,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002769,l72,L72商务服务业,证监会行业分类,2026-07-28
002771,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002772,a01,A01农业,证监会行业分类,2026-07-28
002773,c27,C27医药制造业,证监会行业分类,2026-07-28
002774,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002775,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
002777,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002778,c25,C25石油、煤炭及其他燃料加工业,证监会行业分类,2026-07-28
002779,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002780,f52,F52零售业,证监会行业分类,2026-07-28
002782,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002783,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002785,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002786,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002787,c33,C33金属制品业,证监会行业分类,2026-07-28
002788,f51,F51批发业,证监会行业分类,2026-07-28
002789,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002790,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002791,c33,C33金属制品业,证监会行业分类,2026-07-28
002792,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002793,c27,C27医药制造业,证监会行业分类,2026-07-28
002795,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002796,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002797,j67,J67资本市场服务,证监会行业分类,2026-07-28
002798,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002799,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
002800,g54,G54道路运输业,证监会行业分类,2026-07-28
002801,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002802,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002803,f52,F52零售业,证监会行业分类,2026-07-28
002805,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002806,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002807,j66,J66货币金融服务,证监会行业分类,2026-07-28
002809,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002810,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002811,m74,M74专业技术服务业,证监会行业分类,2026-07-28
002812,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002813,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002815,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002816,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002817,c27,C27医药制造业,证监会行业分类,2026-07-28
002818,l72,L72商务服务业,证监会行业分类,2026-07-28
002819,f51,F51批发业,证监会行业分类,2026-07-28
002820,c14,C14食品制造业,证监会行业分类,2026-07-28
002821,c27,C27医药制造业,证监会行业分类,2026-07-28
002822,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002823,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002824,c36,C36汽车制造业,证监会行业分类,2026-07-28
002825,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002826,c27,C27医药制造业,证监会行业分类,2026-07-28
002827,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002828,b11,B11开采专业及辅助性活动,证监会行业分类,2026-07-28
002829,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
002830,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002831,c22,C22造纸和纸制品业,证监会行业分类,2026-07-28
002832,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002833,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002835,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002836,c23,C23印刷和记录媒介复制业,证监会行业分类,2026-07-28
002837,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002838,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002839,j66,J66货币金融服务,证监会行业分类,2026-07-28
002840,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002841,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002842,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002843,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002845,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002846,c33,C33金属制品业,证监会行业分类,2026-07-28
002847,c14,C14食品制造业,证监会行业分类,2026-07-28
002848,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002849,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
002850,c33,C33金属制品业,证监会行业分类,2026-07-28
002851,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002852,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002853,c21,C21家具制造业,证监会行业分类,2026-07-28
002855,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002856,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002857,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
002858,r89,R89体育,证监会行业分类,2026-07-28
002859,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002860,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002861,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002862,c24,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-07-28
002863,c36,C36汽车制造业,证监会行业分类,2026-07-28
002864,c27,C27医药制造业,证监会行业分类,2026-07-28
002865,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002866,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002867,f51,F51批发业,证监会行业分类,2026-07-28
002868,c27,C27医药制造业,证监会行业分类,2026-07-28
002869,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002870,c36,C36汽车制造业,证监会行业分类,2026-07-28
002871,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002872,c27,C27医药制造业,证监会行业分类,2026-07-28
002873,c27,C27医药制造业,证监会行业分类,2026-07-28
002875,c18,C18纺织服装、服饰业,证监会行业分类,2026-07-28
002876,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002877,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002878,l72,L72商务服务业,证监会行业分类,2026-07-28
002879,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002880,c27,C27医药制造业,证监会行业分类,2026-07-28
002881,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002882,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002883,m74,M74专业技术服务业,证监会行业分类,2026-07-28
002884,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002885,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002886,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002887,n77,N77生态保护和环境治理业,证监会行业分类,2026-07-28
002888,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002889,l72,L72商务服务业,证监会行业分类,2026-07-28
002890,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002891,c13,C13农副食品加工业,证监会行业分类,2026-07-28
002892,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002893,d44,D44电力、热力生产和供应业,证监会行业分类,2026-07-28
002895,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002896,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002897,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002899,c24,C24文教、工美、体育和娱乐用品制造业,证监会行业分类,2026-07-28
002900,c27,C27医药制造业,证监会行业分类,2026-07-28
002901,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002902,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002903,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002905,r87,R87广播、电视、电影和录音制作业,证监会行业分类,2026-07-28
002906,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002907,c27,C27医药制造业,证监会行业分类,2026-07-28
002908,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002909,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002910,c14,C14食品制造业,证监会行业分类,2026-07-28
002911,d45,D45燃气生产和供应业,证监会行业分类,2026-07-28
002912,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002913,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002915,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002916,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002917,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002918,c30,C30非金属矿物制品业,证监会行业分类,2026-07-28
002919,i64,I64互联网和相关服务,证监会行业分类,2026-07-28
002920,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002921,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002922,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002923,c27,C27医药制造业,证监会行业分类,2026-07-28
002925,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002926,j67,J67资本市场服务,证监会行业分类,2026-07-28
002927,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002928,g56,G56航空运输业,证监会行业分类,2026-07-28
002929,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002930,g59,G59装卸搬运和仓储业,证监会行业分类,2026-07-28
002931,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002932,c27,C27医药制造业,证监会行业分类,2026-07-28
002933,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
002935,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002936,j66,J66货币金融服务,证监会行业分类,2026-07-28
002937,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002938,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002939,j67,J67资本市场服务,证监会行业分类,2026-07-28
002940,c27,C27医药制造业,证监会行业分类,2026-07-28
002941,e48,E48土木工程建筑业,证监会行业分类,2026-07-28
002942,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002943,c34,C34通用设备制造业,证监会行业分类,2026-07-28
002945,j67,J67资本市场服务,证监会行业分类,2026-07-28
002946,c14,C14食品制造业,证监会行业分类,2026-07-28
002947,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002948,j66,J66货币金融服务,证监会行业分类,2026-07-28
002949,m74,M74专业技术服务业,证监会行业分类,2026-07-28
002950,c27,C27医药制造业,证监会行业分类,2026-07-28
002951,c23,C23印刷和记录媒介复制业,证监会行业分类,2026-07-28
002952,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002953,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002955,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002956,c14,C14食品制造业,证监会行业分类,2026-07-28
002957,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002958,j66,J66货币金融服务,证监会行业分类,2026-07-28
002959,c38,C38电气机械和器材制造业,证监会行业分类,2026-07-28
002960,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002961,j67,J67资本市场服务,证监会行业分类,2026-07-28
002962,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002963,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002965,c36,C36汽车制造业,证监会行业分类,2026-07-28
002966,j66,J66货币金融服务,证监会行业分类,2026-07-28
002967,m74,M74专业技术服务业,证监会行业分类,2026-07-28
002968,k70,K70房地产业,证监会行业分类,2026-07-28
002969,c33,C33金属制品业,证监会行业分类,2026-07-28
002970,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002971,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002972,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002973,n78,N78公共设施管理业,证监会行业分类,2026-07-28
002975,c35,C35专用设备制造业,证监会行业分类,2026-07-28
002976,c33,C33金属制品业,证监会行业分类,2026-07-28
002977,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002978,b09,B09有色金属矿采选业,证监会行业分类,2026-07-28
002979,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
002980,c40,C40仪器仪表制造业,证监会行业分类,2026-07-28
002981,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002982,a03,A03畜牧业,证监会行业分类,2026-07-28
002983,c39,C39计算机、通信和其他电子设备制造业,证监会行业分类,2026-07-28
002984,c29,C29橡胶和塑料制品业,证监会行业分类,2026-07-28
002985,c37,C37铁路、船舶、航空航天和其他运输设备制造业,证监会行业分类,2026-07-28
002986,c26,C26化学原料和化学制品制造业,证监会行业分类,2026-07-28
002987,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002988,c32,C32有色金属冶炼和压延加工业,证监会行业分类,2026-07-28
002989,e50,E50建筑装饰、装修和其他建筑业,证监会行业分类,2026-07-28
002990,i65,I65软件和信息技术服务业,证监会行业分类,2026-07-28
002991,c13,C13农副食品加工业,证监会行业分类,2026-07-28
